type	sample.sample_id	laboratory_procedure.laboratory_procedure_id	file_id	file_description	file_format	file_location	file_name	file_size	file_status	file_type	md5sum
file	BENTO-BIOS-934273	BENTO-LAB-001	BENTO-FILE-934273	qRT-PCR output	txt	NA	951_OncotypeDXqRTPCR.txt	315	released	text	332714d479e431ceb1795a05030c5b9a
file	BENTO-BIOS-943400	BENTO-LAB-001	BENTO-FILE-943400	qRT-PCR output	txt	NA	960_OncotypeDXqRTPCR.txt	319	released	text	a759af3e6eac6c8fc26389bf922f74f2
file	BENTO-BIOS-946833	BENTO-LAB-001	BENTO-FILE-946833	qRT-PCR output	txt	NA	962_OncotypeDXqRTPCR.txt	317	released	text	8e6bf6bc47eef344f8c1c0baeda0a313
file	BENTO-BIOS-957698	BENTO-LAB-001	BENTO-FILE-957698	qRT-PCR output	txt	NA	968_OncotypeDXqRTPCR.txt	317	released	text	40b78822654d309d5ac8c8dfbc813779
file	BENTO-BIOS-985581	BENTO-LAB-001	BENTO-FILE-985581	qRT-PCR output	txt	NA	994_OncotypeDXqRTPCR.txt	318	released	text	fddd6783fb77192d4d30f95f777b6b7d
file	BENTO-BIOS-1013342	BENTO-LAB-001	BENTO-FILE-1013342	qRT-PCR output	txt	NA	1025_OncotypeDXqRTPCR.txt	316	released	text	f2c6f13716b31b7ea0ad5d1dd60907e4
file	BENTO-BIOS-1023585	BENTO-LAB-001	BENTO-FILE-1023585	qRT-PCR output	txt	NA	1037_OncotypeDXqRTPCR.txt	320	released	text	d0972b79138e3170cfb4d27324a2c1c5
file	BENTO-BIOS-1028008	BENTO-LAB-001	BENTO-FILE-1028008	qRT-PCR output	txt	NA	1041_OncotypeDXqRTPCR.txt	313	released	text	26c2e89778cb407e778f03047a5e1241
file	BENTO-BIOS-1030608	BENTO-LAB-001	BENTO-FILE-1030608	qRT-PCR output	txt	NA	1047_OncotypeDXqRTPCR.txt	318	released	text	0cde8bc94be648d114f3d696061b9d5f
file	BENTO-BIOS-1066315	BENTO-LAB-001	BENTO-FILE-1066315	qRT-PCR output	txt	NA	1085_OncotypeDXqRTPCR.txt	318	released	text	713aacfa950797723098fcee899bad1a
file	BENTO-BIOS-1069373	BENTO-LAB-001	BENTO-FILE-1069373	qRT-PCR output	txt	NA	1087_OncotypeDXqRTPCR.txt	318	released	text	0bb374907c833efd9282679d6a96212a
file	BENTO-BIOS-1084980	BENTO-LAB-001	BENTO-FILE-1084980	qRT-PCR output	txt	NA	1112_OncotypeDXqRTPCR.txt	319	released	text	40b7677bfd578cb71179b9ff21743287
file	BENTO-BIOS-1089236	BENTO-LAB-001	BENTO-FILE-1089236	qRT-PCR output	txt	NA	1119_OncotypeDXqRTPCR.txt	316	released	text	b4b9499fd32c62297d26b30d66ee8de1
file	BENTO-BIOS-1107760	BENTO-LAB-001	BENTO-FILE-1107760	qRT-PCR output	txt	NA	1141_OncotypeDXqRTPCR.txt	318	released	text	30919eda995175fc70443d16061e31c7
file	BENTO-BIOS-1112836	BENTO-LAB-001	BENTO-FILE-1112836	qRT-PCR output	txt	NA	1147_OncotypeDXqRTPCR.txt	318	released	text	d27ed28fbd92af238e2627fe4854736f
file	BENTO-BIOS-1115298	BENTO-LAB-001	BENTO-FILE-1115298	qRT-PCR output	txt	NA	1148_OncotypeDXqRTPCR.txt	317	released	text	755425bb030b75431b65593c4ff98438
file	BENTO-BIOS-1136116	BENTO-LAB-001	BENTO-FILE-1136116	qRT-PCR output	txt	NA	1167_OncotypeDXqRTPCR.txt	317	released	text	27d68d3dee6ddd53b95ed65a6a80b2a7
file	BENTO-BIOS-1147859	BENTO-LAB-001	BENTO-FILE-1147859	qRT-PCR output	txt	NA	1175_OncotypeDXqRTPCR.txt	318	released	text	d8ee0708a8b0307255ece63bbd7c1777
file	BENTO-BIOS-1164502	BENTO-LAB-001	BENTO-FILE-1164502	qRT-PCR output	txt	NA	1194_OncotypeDXqRTPCR.txt	316	released	text	3fd0c4b4aba736ca76c5a96a8e0c4501
file	BENTO-BIOS-1168317	BENTO-LAB-001	BENTO-FILE-1168317	qRT-PCR output	txt	NA	1198_OncotypeDXqRTPCR.txt	318	released	text	0175cbaa83ed42a51695f24f24eda9a6
file	BENTO-BIOS-1172611	BENTO-LAB-001	BENTO-FILE-1172611	qRT-PCR output	txt	NA	1204_OncotypeDXqRTPCR.txt	317	released	text	e8c3d0e5c9618aefa2698b14692c66d2
file	BENTO-BIOS-1188462	BENTO-LAB-001	BENTO-FILE-1188462	qRT-PCR output	txt	NA	1220_OncotypeDXqRTPCR.txt	318	released	text	10eeb6ca00e18fb626364be2cbfd360b
file	BENTO-BIOS-1220346	BENTO-LAB-001	BENTO-FILE-1220346	qRT-PCR output	txt	NA	1242_OncotypeDXqRTPCR.txt	317	released	text	18535e70ae052c953d8ac2d278d49ddd
file	BENTO-BIOS-1227407	BENTO-LAB-001	BENTO-FILE-1227407	qRT-PCR output	txt	NA	1247_OncotypeDXqRTPCR.txt	319	released	text	ddd400e7f760698b8626aa816a6897c5
file	BENTO-BIOS-1228499	BENTO-LAB-001	BENTO-FILE-1228499	qRT-PCR output	txt	NA	1249_OncotypeDXqRTPCR.txt	316	released	text	c6864f02fd190096feef7d1cf3444a4d
file	BENTO-BIOS-1238079	BENTO-LAB-001	BENTO-FILE-1238079	qRT-PCR output	txt	NA	1260_OncotypeDXqRTPCR.txt	320	released	text	210c399b6096cf4076e3f9997c95eef9
file	BENTO-BIOS-1247664	BENTO-LAB-001	BENTO-FILE-1247664	qRT-PCR output	txt	NA	1275_OncotypeDXqRTPCR.txt	316	released	text	de5af78a14b1c1e75c0c1ab8865c7fd6
file	BENTO-BIOS-1287090	BENTO-LAB-001	BENTO-FILE-1287090	qRT-PCR output	txt	NA	1315_OncotypeDXqRTPCR.txt	319	released	text	7776d12c0b059e947f26866c12ef69a1
file	BENTO-BIOS-1295746	BENTO-LAB-001	BENTO-FILE-1295746	qRT-PCR output	txt	NA	1321_OncotypeDXqRTPCR.txt	319	released	text	9da9200f6e144473ad75cd9c19a86984
file	BENTO-BIOS-1302139	BENTO-LAB-001	BENTO-FILE-1302139	qRT-PCR output	txt	NA	1328_OncotypeDXqRTPCR.txt	316	released	text	9ad1db4d929f85793b759670b463763f
file	BENTO-BIOS-1312011	BENTO-LAB-001	BENTO-FILE-1312011	qRT-PCR output	txt	NA	1336_OncotypeDXqRTPCR.txt	318	released	text	fbb9d855f72da5c65076b888872a9e65
file	BENTO-BIOS-1321814	BENTO-LAB-001	BENTO-FILE-1321814	qRT-PCR output	txt	NA	1349_OncotypeDXqRTPCR.txt	315	released	text	95190583551d5f62aa2326761e6c444b
file	BENTO-BIOS-1326404	BENTO-LAB-001	BENTO-FILE-1326404	qRT-PCR output	txt	NA	1357_OncotypeDXqRTPCR.txt	316	released	text	7ff6ad89f25bf2224aa2f5591e60ece8
file	BENTO-BIOS-1334902	BENTO-LAB-001	BENTO-FILE-1334902	qRT-PCR output	txt	NA	1366_OncotypeDXqRTPCR.txt	317	released	text	377117ef0333d12233b760df0a624139
file	BENTO-BIOS-1337295	BENTO-LAB-001	BENTO-FILE-1337295	qRT-PCR output	txt	NA	1369_OncotypeDXqRTPCR.txt	317	released	text	f913a530a30a1856648b856f6f7fc844
file	BENTO-BIOS-1339321	BENTO-LAB-001	BENTO-FILE-1339321	qRT-PCR output	txt	NA	1372_OncotypeDXqRTPCR.txt	317	released	text	749fcee556d47c9732adfd839f97c095
file	BENTO-BIOS-1340027	BENTO-LAB-001	BENTO-FILE-1340027	qRT-PCR output	txt	NA	1373_OncotypeDXqRTPCR.txt	315	released	text	dcc61ec7ecf48d1daea683d8d35d94e4
file	BENTO-BIOS-1340742	BENTO-LAB-001	BENTO-FILE-1340742	qRT-PCR output	txt	NA	1375_OncotypeDXqRTPCR.txt	318	released	text	84f9ab7bbcd8c79b0e31d6ecc35672be
file	BENTO-BIOS-1360921	BENTO-LAB-001	BENTO-FILE-1360921	qRT-PCR output	txt	NA	1400_OncotypeDXqRTPCR.txt	316	released	text	c72545112a196b4787453c7e0541c63e
file	BENTO-BIOS-1364113	BENTO-LAB-001	BENTO-FILE-1364113	qRT-PCR output	txt	NA	1404_OncotypeDXqRTPCR.txt	319	released	text	e3480d218cfb14b1053e80daec98058d
file	BENTO-BIOS-1367780	BENTO-LAB-001	BENTO-FILE-1367780	qRT-PCR output	txt	NA	1409_OncotypeDXqRTPCR.txt	314	released	text	4a29f86a3de6ed921ccf5527869fb124
file	BENTO-BIOS-1374156	BENTO-LAB-001	BENTO-FILE-1374156	qRT-PCR output	txt	NA	1414_OncotypeDXqRTPCR.txt	317	released	text	9e531b5b9912840d7334b05645a8db83
file	BENTO-BIOS-1378891	BENTO-LAB-001	BENTO-FILE-1378891	qRT-PCR output	txt	NA	1420_OncotypeDXqRTPCR.txt	317	released	text	c3fa8b73b902d9e7d7d9bb7e6aa12981
file	BENTO-BIOS-1402925	BENTO-LAB-001	BENTO-FILE-1402925	qRT-PCR output	txt	NA	1436_OncotypeDXqRTPCR.txt	318	released	text	40b34081ee9e677a675549a18eac2fc6
file	BENTO-BIOS-1430151	BENTO-LAB-001	BENTO-FILE-1430151	qRT-PCR output	txt	NA	1463_OncotypeDXqRTPCR.txt	319	released	text	53ed8006c4ce6e2c2c8b04723fff7d96
